Name,AUID,Coords,Const,Type,Period,Mag,ra,dec,Xmatch_obj,separation
ZTF19aaytisr,000-BPC-795,17 54 36.32 -01 38 05.5,Oph,UG,--,16.8 - 22.6 g,268.65133333333324,-1.634861111111111,ZTF19aaytisr,0.0542032641064341
ZTF19aayurjv,--,18 26 17.18 +03 29 37.9,Oph,UG,--,17.7 - 21.8 r,276.5715833333333,3.4938611111111113,ZTF19aayurjv,0.0153679256325286
ZTF19abbtyln,--,17 35 23.14 -07 03 46.8,Oph,UG,--,17.6 - 23: r,263.8464166666666,-7.063,ZTF19abbtyln,0.0325277675124847
ZTF19abpuyms,--,17 53 10.51 -01 05 12.7,Oph,UG,--,17.0 - 20.2 r,268.2937916666666,-1.086861111111111,ZTF19abpuyms,0.0092207553795172
ZTF19abpuyvi,--,16 42 00.10 +01 46 43.0,Oph,UG,--,17.1 - <23 g,250.5004166666666,1.7786111111111111,ZTF19abpuyvi,0.0296405815442037
ZTF19abxeoee,000-BPF-506,18 30 28.31 +07 47 06.6,Oph,UG,--,16.9 - 22.0 g,277.61795833333326,7.785166666666666,ZTF19abxeoee,0.0814355065188026
ZTF19acetwne,--,18 17 25.75 +13 10 31.5,Oph,UG,--,16.0 - <23 g,274.35729166666664,13.175416666666663,ZTF19acetwne,0.0756001980524907
ZTF20aamhnym,--,17 18 47.41 +01 28 54.8,Oph,UG,--,15.1 - 23: g,259.6975416666666,1.481888888888889,ZTF20aamhnym,0.0551535132210134
ZTF21abfvqyz,000-BPH-696,18 10 41.70 +04 16 02.6,Oph,UG,--,16.1 - 22: g,272.67375,4.267388888888889,ZTF21abfvqyz,0.0943345315838509
ZTF21abhytgb,000-BPB-508,17 28 03.87 +06 40 57.9,Oph,UG,--,15.6 - <23 g,262.01612499999993,6.68275,ZTF21abhytgb,0.0262607228324173
ZTF21abilmme,--,17 43 05.02 +04 08 41.6,Oph,UG,--,16.6 - <22 g,265.7709166666666,4.1448888888888895,ZTF21abilmme,0.0784216074812942
ZTF21acasoti,000-BPC-961,18 13 32.65 +07 33 31.4,Oph,UG,--,18.2 - <23 r,273.38604166666664,7.558722222222222,ZTF21acasoti,0.0713575003808563
ZTF21acbfpwj,000-BPC-963,18 37 32.17 +10 21 35.9,Oph,UG,--,16.9 - 22.9: g r,279.38404166666663,10.359972222222222,ZTF21acbfpwj,0.1716260871842014
ZTF22aabzojp,000-BPH-706,16 03 41.11 -04 44 52.9,Oph,UG,--,17.4 - <22 g,240.92129166666663,-4.748027777777778,ZTF22aabzojp,0.1575043695948114
ZTF22aajtsxd,000-BPK-208,17 15 56.69 -20 17 25.5,Oph,UG,--,16.9 - <23 r,258.9862083333333,-20.29041666666667,ZTF22aajtsxd,0.0967080982885026
ZTF22aajwjhe,--,17 40 43.17 +09 42 41.4,Oph,UG,--,17.0 - 21.0 g,265.179875,9.7115,ZTF22aajwjhe,0.0617782964646197
ZTF22aakhqrd,000-BPK-209,17 40 15.67 +10 19 39.0,Oph,UG,--,16.2 - <23 r,265.06529166666667,10.3275,ZTF22aakhqrd,0.0881213526085435
ZTF22aandlod,--,16 44 56.12 -19 11 53.8,Oph,UG,--,17.2 - 23.3: g,251.2338333333333,-19.19827777777778,ZTF22aandlod,0.0803258995399757
ZTF22aawjyty,000-BPL-351,17 08 51.35 -00 17 16.2,Oph,UG,--,16.3 - 22.8 r,257.21395833333327,-0.2878333333333333,ZTF22aaodgop,0.050783960751959
ZTF22abbraxm,--,17 03 46.05 -23 51 58.5,Oph,UG,--,18.0 - <23 g,255.94187499999995,-23.86625,ZTF22abbraxm,0.0803846817648496
ZTF22abdolnt,000-BPL-167,17 19 27.20 +03 01 46.4,Oph,UG,--,16.1 - 23.3: g,259.8633333333333,3.0295555555555556,ZTF22abdolnt,0.1121332148842036
ZTF23aajauud,000-BPQ-044,17 07 50.32 -07 32 48.5,Oph,UG,--,18.4 - <23 g,256.95966666666664,-7.546805555555555,ZTF23aajauud,0.224455906250739
BI Ori,000-BBJ-237,05 23 51.77 +01 00 30.6,Ori,UG,0.1915,13.9 - 17.6 V,80.96570833333332,1.0085,ZTF17aabvszf,0.1680663777628787
CN Ori,000-BBK-302,05 52 07.79 -05 25 00.6,Ori,UGSS,0.163199,12.1 - 16.2 V,88.03245833333334,-5.416833333333334,ZTF17aaahrzk,0.083554042191742
CY Ori,000-BDZ-021,06 14 48.74 +09 34 27.8,Ori,UGZ,0.279969,12.0 - 13.0 V,93.70308333333332,9.574388888888889,ZTF20aarfjgo,0.0890279198879046
CZ Ori,000-BBK-996,06 16 43.23 +15 24 11.3,Ori,UGSS,0.2189,12.1 - 17.6 V,94.180125,15.40313888888889,ZTF17aaasklh,0.1940014208995231
V0344 Ori,000-BBK-934,06 15 18.95 +15 30 59.4,Ori,UG,0.2338,14.1 - 19.1 V,93.82895833333332,15.5165,ZTF18aajvzox,0.2182028979426854
V0526 Ori,000-BDZ-360,05 50 41.57 +09 18 19.6,Ori,UGZ/IW,--,13.7 - 17.0: V,87.67320833333332,9.305444444444444,ZTF18aabgcoy,0.1695772429099733
V1159 Ori,000-BBJ-407,05 28 59.52 -03 33 52.9,Ori,UGER,0.062178,12.5 - 16.0 p,82.24799999999999,-3.564694444444444,ZTF17aaarxex,0.2356058879008863
V1166 Ori,000-BDZ-971,05 32 34.41 -07 34 25.5,Ori,UGZ,--,15.0 - 18.3 g,83.14337499999999,-7.57375,ZTF17aaakhci,0.0351787896951263
V1193 Ori,000-BCW-613,05 16 26.67 -00 12 14.3,Ori,NL/VY,0.1657,13.6 - <16.3 V,79.11112499999999,-0.2039722222222222,ZTF19acjnddm,0.2912779397480043
V1309 Ori,000-BCW-620,05 15 41.41 +01 04 40.5,Ori,AM+E,0.332612,15.2 - 18.2 V,78.92254166666665,1.0779166666666666,ZTF17aaarvmd,0.2221289986529311
V2837 Ori,000-BLV-446,05 16 54.09 +03 32 52.4,Ori,UGZ/IW+E,0.2761069,14.1 - 16.8 V,79.22537499999999,3.5478888888888886,ZTF17aabvkjb,0.4279905209515585
V2860 Ori,000-BNF-868,06 09 57.45 +12 12 25.2,Ori,NA+E,0.42258,9.4 - 19.8 r CR,92.489375,12.207,ZTF19aabjxpe,0.169103056089889
ASASSN-14fq,000-BLJ-874,05 26 53.47 +02 28 36.7,Ori,UG,--,15.3 - 22.3 V,81.72279166666665,2.4768611111111114,ZTF20aaukual,0.0565071750231644
ASASSN-14mx,000-BLL-751,05 00 02.73 +02 16 52.1,Ori,UG,--,16.3 V - 21.6 B,75.011375,2.281138888888889,ZTF19acnkxax,1.0857414988147316
ASASSN-15at,000-BLM-628,04 56 01.95 +04 41 16.8,Ori,UGSU,--,15.8 - 21.2 V,74.00812499999999,4.688000000000001,ZTF17aaadars,0.0708259659755155
ASASSN-15em,000-BLP-370,05 09 06.73 -03 25 07.8,Ori,UG,--,14.0 - 17.8 V CV,77.27804166666665,-3.418833333333333,ZTF18acrvact,0.2211486682487132
ASASSN-15ot,000-BLR-855,04 49 30.08 +02 51 53.7,Ori,UG/IBWD,--,15.3 - 20.5 g,72.37533333333332,2.864916666666667,ZTF18acujsfl,0.1021244622261715
ASASSN-18ct,000-BMP-265,05 45 23.02 +01 55 09.6,Ori,UG,--,17.0 - 21.5 V,86.34591666666665,1.9193333333333331,ZTF17aabvtip,0.2216393754624089
ASASSN-21as,000-BNV-914,05 44 17.56 +12 14 52.5,Ori,UGSU,--,15.1 - 20.6 g,86.07316666666665,12.247916666666663,ZTF18acyvzik,0.2764689394167971
ASASSN-21be,000-BNW-269,05 43 01.29 -00 30 52.7,Ori,UG,--,16.4 - 23.4 g,85.755375,-0.5146388888888889,ZTF21aaijokh,0.17457314157506
ASASSN-21eb,000-BNX-687,05 28 00.82 +04 17 39.8,Ori,UG,--,15.7 - 21.9 g,82.00341666666667,4.294388888888888,ZTF21aapnzbu,0.0821285871565588
ASASSN-21eo,000-BNX-949,06 16 10.17 +12 43 19.6,Ori,UGSU/IBWD,--,14.1 - 22.7 g,94.04237499999998,12.722111111111111,ZTF21aarlmkd,0.1621734894339384
ASASSN-V J052747.68-092748.7,--,05 27 47.62 -09 27 49.0,Ori,UGZ/IW,--,14.6 - 16.6 g,81.94841666666666,-9.46361111111111,ZTF17aaakhmk,0.1398396790858973
ASASSN-V J055729.87+112714.6,--,05 57 29.86 +11 27 14.5,Ori,UG,--,15.7 - 20.2 V,89.37441666666666,11.454027777777776,ZTF18aabgnmu,0.1393320923689103
ATLAS16dte,000-BMC-640,05 53 36.15 +12 32 49.6,Ori,UG,--,17.4 - <22 CR,88.40062499999999,12.54711111111111,ZTF18aaaeetk,0.4770695230948055
ATO J073.6807+14.8951,--,04 54 43.38 +14 53 42.8,Ori,UG,--,14.5 - 15.1 g,73.68075,14.89522222222222,ZTF18achboxh,0.0510622311130853
ATO J089.7075+18.5197,000-BNP-097,05 58 49.81 +18 31 11.1,Ori,NL,0.19989,15.5 - 15.8 V,89.70754166666666,18.51975,ZTF20aaryhim,0.1276185708018585
CSS 080207:052034-000530,--,05 20 33.79 -00 05 30.2,Ori,UG,--,16.8 - 19.4 CV,80.14079166666666,-0.0917222222222222,ZTF19abttqdr,0.5459486673610738
CSS 080307:055730+001514,--,05 57 30.06 +00 15 13.8,Ori,UG,--,18.5 - 22.1 CV,89.37525,0.2538333333333333,ZTF19acefrrr,0.1492826089167171
CSS 081201:044725+092439,--,04 47 25.40 +09 24 39.3,Ori,UG,--,15.2 - 18.5 G CV,71.85583333333332,9.410916666666669,ZTF17aaddxac,0.0583171774930495
CSS 081207:052522-105015,000-BKV-064,05 25 21.94 -10 50 15.1,Ori,UG,--,16.1 - 21.1: CV,81.34141666666667,-10.837527777777778,ZTF17aabvsip,0.1709366568759086
CSS 081221:050716+125314,000-BLD-530,05 07 16.24 +12 53 14.4,Ori,UGSU,--,16.3 - 20.5 G CV,76.81766666666665,12.887333333333332,ZTF17aabhioj,0.2948559913779531
CSS 091109:051420+011121,000-BKQ-338,05 14 19.90 +01 11 21.0,Ori,UG,--,14.8 - <20 CR,78.58291666666666,1.1891666666666667,ZTF18acujslt,0.3260753698744986
CSS 100108:050319+084350,--,05 03 18.53 +08 43 50.4,Ori,UG,--,17.7 - 21.0 CV,75.82720833333332,8.730666666666666,ZTF19aaenhyp,0.6216245183986818
CSS 100114:055843+000626,000-BLD-980,05 58 42.79 +00 06 25.6,Ori,UG,0.06808,15.4 - 19 CV,89.67829166666665,0.1071111111111111,ZTF18actautk,0.140782277867931
CSS 100219:045646+060456,000-BJY-033,04 56 46.38 +06 04 56.2,Ori,UG,--,15.4 - <20.4 CV,74.19324999999999,6.082277777777778,ZTF18acyrrgp,1.037188120733897
CSS 100321:050527+083415,000-BPF-436,05 05 26.83 +08 34 14.6,Ori,UG,--,15.0 - 19.2 g,76.36179166666666,8.570722222222223,ZTF18aczvfbn,0.1295289146911322
CSS 100406:045803+105357,--,04 58 03.25 +10 53 57.3,Ori,UG,--,18.0 - <21.9 CV,74.51354166666667,10.89925,ZTF18adactwl,0.7931338626674403
CSS 101108:052433-070528,--,05 24 33.46 -07 05 28.0,Ori,UG,--,17.0 - 21.4 g,81.13941666666666,-7.091111111111111,ZTF18actabws,0.2354855682635047
CSS 101128:051458+083503,000-BKT-901,05 14 57.75 +08 35 02.5,Ori,UG,--,14.0 - 19.4 G CV,78.74062499999998,8.584027777777779,ZTF18aceweue,0.2316023384136026
CSS 111003:054135+013708,000-BKH-078,05 41 34.86 +01 37 06.4,Ori,UG,--,15.5 - 20.0 G CV,85.39524999999999,1.6184444444444446,ZTF18accluii,0.1888942501145787
CSS 111023:053042+141826,--,05 30 41.98 +14 18 26.1,Ori,UG,--,16.6 - 20.9 G CV,82.67491666666665,14.307250000000002,ZTF18acrfilx,0.1618527864893004
CSS 111116:045303+115800,--,04 53 02.63 +11 58 00.7,Ori,UG,--,17.0 - 21.9 CV,73.2609583333333,11.966861111111111,ZTF17aaaazwi,0.1417852514459091
CSS 111118:051121+113443,--,05 11 20.96 +11 34 43.2,Ori,UG,--,17.1 - 21.5 CV,77.83733333333333,11.578666666666669,ZTF18aabfulp,0.1018929396834508
CSS 111118:051923+155435,000-BKG-485,05 19 22.90 +15 54 35.1,Ori,UGSU,0.0849,14.2 - 17.8 CV,79.84541666666667,15.90975,ZTF17aacqkto,0.3427839840783709
CSS 121123:051056-102401,000-BKW-277,05 10 55.74 -10 24 01.2,Ori,UG,--,16.8 - <20.1 CV,77.73225,-10.400333333333334,ZTF18achrnju,0.3590047423142882
CSS 130205:044904+050321,000-BKW-082,04 49 04.08 +05 03 20.5,Ori,UG,--,15.9 - 21.0 CV,72.267,5.055694444444444,ZTF18aczuwjp,0.2491500504853074
CSS 130223:051403+131707,--,05 14 03.41 +13 17 08.2,Ori,UG,--,16.9 - 22.0 CV CV,78.51420833333331,13.28561111111111,ZTF18achujpc,0.0242014334875517
CSS 131106:052412+004148,--,05 24 12.14 +00 41 48.0,Ori,UG+E,0.174667,15.5 - 19.2 CV,81.05058333333334,0.6966666666666667,ZTF18actauvk,0.4103782906309471
CSS 151107:052831+013200,000-BLS-942,05 28 30.96 +01 31 59.5,Ori,UG,--,18.3 - 23: g,82.129,1.5331944444444443,ZTF20aczkvvy,0.0921563131389262
CSS 170227:051715+153432,000-BMF-747,05 17 15.01 +15 34 32.0,Ori,UG,--,17.1 - 21.9 CV,79.31254166666665,15.575555555555557,ZTF18aczvkod,0.3123887653608098
DDE 183,000-BNL-295,06 16 54.61 +06 01 13.6,Ori,UG,--,18.0 - 20.3: g,94.22754166666664,6.020444444444444,ZTF19aaajyaw,0.1139715868257593
Gaia19axk,000-BNB-017,06 09 01.49 +14 06 08.5,Ori,UG,--,15.7 - 19.6 G,92.25620833333332,14.102361111111112,ZTF17aabgmof,0.0718193660464436
Gaia19ebn,000-BNG-607,05 02 22.88 +02 49 51.1,Ori,UG,--,18.6 - 20.6 G,75.59533333333331,2.830861111111111,ZTF18acvrrig,0.0818405168647112
Gaia20bwn,000-BNM-122,06 15 06.26 -01 29 24.4,Ori,UG,--,18.1 - 21.9 r G,93.77608333333332,-1.4901111111111112,ZTF19aakmfug,0.0981143063724406
Gaia20ege,000-BNR-182,05 27 25.25 +04 01 32.4,Ori,UG,--,17.1 - 18.9 G,81.85520833333334,4.025666666666667,ZTF17aaagyqz,0.0834974912260813
MGAB-V259,000-BND-628,05 54 03.21 +20 06 57.4,Ori,UG,--,18.2 - 21.4 g,88.513375,20.115944444444445,ZTF17aactpay,0.1956741913809676
MGAB-V343,--,06 13 32.16 +06 57 07.6,Ori,UGSS,--,17.4 - 21.5 g,93.384,6.952111111111111,ZTF17aaatdec,0.1146739741074212
MGAB-V3494,--,05 41 22.90 +09 30 51.8,Ori,UGZ/IW,--,17.7 - 20.0 r,85.34541666666667,9.514388888888888,ZTF18acnaphb,0.1003514953294139
MGAB-V3500,--,05 59 24.92 +09 17 56.6,Ori,UG,--,18.2 - 20.7 r,89.85383333333333,9.299055555555556,ZTF18acbzhrz,0.034909216452882
MGAB-V3502,--,06 00 34.81 -02 03 22.9,Ori,UG,--,18.9 - 21.2 r,90.14504166666666,-2.056361111111111,ZTF18adaiglv,0.1807414409655897
MGAB-V3505,--,06 04 29.26 +13 32 18.1,Ori,UG,--,18.2 - 21.5 r,91.12191666666666,13.538361111111112,ZTF18aaaamjo,0.2939735953233421
MGAB-V3508,--,06 14 26.77 +05 40 06.1,Ori,UG,--,18.8 - <22.0 r,93.61154166666664,5.668361111111111,ZTF17aaagtbx,0.0649828878386855
MGAB-V3512,--,06 20 39.72 +05 13 27.4,Ori,UG,--,17.4 - 20.0 r,95.1655,5.224277777777778,ZTF18acclkgi,0.2732553739419612
MGAB-V354,--,05 48 10.02 -00 12 13.1,Ori,UG,--,17.1 - 20.9 r,87.04175,-0.2036388888888889,ZTF17aabsanj,0.195553457000755
MGAB-V364,--,05 46 17.45 +11 26 05.0,Ori,UG,--,18.4 - 21.5 r,86.57270833333331,11.434722222222222,ZTF18acpgifw,0.2949520930670858
MGAB-V416,--,05 53 25.48 +10 09 08.2,Ori,UG,--,18.0 - 21.7 g,88.35616666666665,10.152277777777778,ZTF18acnmfbi,0.145630861477145
MGAB-V432,--,05 59 20.44 +14 16 29.2,Ori,UG+E,--,16.9 - 21.2: g,89.83516666666665,14.274777777777778,ZTF17aabvznm,0.1867313635434055
MGAB-V469,--,06 19 54.45 +09 18 30.9,Ori,UG,--,16.9 - 20.9 g,94.976875,9.308583333333337,ZTF18aaaekuo,0.1789819110184487
MGAB-V485,--,05 53 00.88 +10 10 10.9,Ori,UG,--,18.1 - 21.8 g,88.25366666666665,10.169694444444444,ZTF18acukdyc,0.0728640662315183
MGAB-V508,--,05 20 39.94 -03 57 53.4,Ori,UG,--,17.9 - 21.2 g,80.16641666666666,-3.9648333333333334,ZTF17aaasrox,0.1308351216613422
MGAB-V530,--,06 15 21.71 +07 02 19.3,Ori,UG,--,18.4 - 21.7 r,93.84045833333332,7.038694444444444,ZTF17aaaahyp,0.1179231715142522
MGAB-V623,--,05 04 23.86 +14 30 14.8,Ori,UG,--,17.9 - 21.7: g,76.09941666666666,14.504111111111111,ZTF17aaaccbx,0.1667968695314457
MGAB-V633,--,05 27 02.13 +00 51 43.6,Ori,UG,--,17.8 - 20.9 g,81.75887499999999,0.862111111111111,ZTF17aaavgjq,0.0670577106097548
MGAB-V642,--,05 39 23.17 +10 23 27.3,Ori,UG,--,18.0 - 21.7 g,84.84654166666667,10.390916666666666,ZTF21aanmlft,0.0258984886165445
MGAB-V644,--,05 43 53.58 +11 29 54.0,Ori,UG,--,17.9 - 21.0 g,85.97325,11.498333333333331,ZTF18aaaeetq,0.1345724943693005
MGAB-V653,--,05 51 55.32 +21 51 13.4,Ori,UG,--,18.6 - 21.1 g,87.98049999999999,21.853722222222224,ZTF17aaaquks,0.0406597093906059
MGAB-V655,--,05 53 12.38 +08 09 20.7,Ori,UG,--,17.9 - 20.4 g,88.30158333333331,8.155750000000001,ZTF18aabgcoj,0.5086945882496982
MGAB-V665,--,06 07 55.05 +17 24 57.9,Ori,UG,--,19.4 - 21.9 g,91.97937499999998,17.416083333333333,ZTF17aadkhto,0.0730582844335994
MGAB-V668,--,06 17 09.23 -03 30 13.1,Ori,UG,--,17.1 - 21.0 g,94.28845833333332,-3.5036388888888887,ZTF17aabwfrd,0.0236086553251717
MGAB-V669,--,06 18 22.37 +02 28 21.5,Ori,UG,--,17.2 - 21.3 g,94.59320833333332,2.472638888888889,ZTF17aaanpvx,0.0753498655835318
MGAB-V670,--,06 20 16.24 +15 54 09.8,Ori,UG,--,16.9 - 21.4 g,95.06766666666664,15.902722222222222,ZTF17aacryge,0.0993105747299454
MGAB-V674,--,06 22 31.98 +11 03 24.6,Ori,UG,--,18.5 - 21.4 g,95.63325,11.056833333333334,ZTF18aaaamkw,0.0573369870537101
MLS 121114:044918+115940,000-BMD-408,04 49 18.15 +11 59 39.7,Ori,UG,--,18.9 - 22.2 V B,72.32562499999999,11.994361111111113,ZTF17aabjuaj,0.1278034985481945
PNV J05580574-0011155,000-BMM-333,05 58 05.89 -00 11 15.9,Ori,UGWZ,--,12.6 - 18.3 V,89.52454166666665,-0.18775,ZTF19acehtsn,0.1242808241095537
PS1-13dvo,000-BNG-894,06 07 21.20 +00 17 53.0,Ori,UG,--,16.5 - 24.0: g,91.83833333333332,0.2980555555555556,ZTF19aapigva,0.0826445833560879
TCP J04491472+1324341,000-BNW-081,04 49 14.74 +13 24 34.0,Ori,UG,--,16.3 - 22.1 g,72.31141666666664,13.409444444444444,ZTF18acnlqud,0.0743401065036786
TCP J05552097+1410101,000-BNS-411,05 55 20.95 +14 10 10.3,Ori,UG,--,14.9 - 21.7 V,88.83729166666666,14.169527777777777,ZTF18adamgya,0.0735094647177482
TCP J06073081-0101501,000-BNK-544,06 07 30.74 -01 01 47.1,Ori,UGWZ,--,13.9 - <22 g,91.87808333333332,-1.02975,ZTF20aakficj,0.0540286959747512
USNO-A2.0 0975-02239496,000-BNC-221,05 55 42.73 +07 34 01.9,Ori,UGZ/IW,--,15.0 - 19.2 g,88.92804166666666,7.567194444444445,ZTF18aaaamoh,0.1920929231380046
ZTF17aaaedzj,--,06 15 43.30 +13 28 21.5,Ori,UG,--,18.2 - 21.6 g,93.93041666666666,13.47263888888889,ZTF17aaaedzj,0.0626136893570336
ZTF17aaagtnx,--,06 21 25.17 +14 40 56.5,Ori,UG,--,18.3 - 22.8 g,95.354875,14.68236111111111,ZTF17aaagtnx,0.0569235931468484
ZTF17aaasqxf,--,05 03 59.36 +15 22 49.9,Ori,UG,--,16.1 - 18.4 g,75.99733333333332,15.38052777777778,ZTF17aaasqxf,0.1301473682986734
ZTF18aaaamhg,--,06 02 45.14 +01 23 43.6,Ori,UG,--,17.4 - 19.5 g,90.68808333333332,1.3954444444444445,ZTF18aaaamhg,0.0594403074367396
ZTF18aaaamll,--,05 57 35.78 +13 28 58.8,Ori,UG,--,16.7 - 20.7 g,89.39908333333332,13.483,ZTF18aaaamll,0.2695658568436041
ZTF18aaaplxq,--,05 46 24.21 +12 24 07.8,Ori,UG,--,17.5 - 23.0 r,86.60087499999999,12.402166666666668,ZTF18aaaplxq,0.1853094015453783
ZTF18aabhrlk,--,05 41 40.29 +15 18 45.7,Ori,UG+E,--,18.2 - 21.7 g,85.417875,15.312694444444444,ZTF18aabhrlk,0.11009271299606
ZTF18aablgys,--,06 19 31.38 +17 10 02.3,Ori,UG,--,17.7 - 21.7 r,94.88074999999998,17.167305555555558,ZTF18aablgys,0.0560033862897528
ZTF18abwkvae,--,05 37 32.99 +06 41 35.5,Ori,UGZ,--,17.2 - 20.3 g,84.38745833333333,6.693194444444445,ZTF18abwkvae,0.225505654313444
ZTF18abwtmcs,--,05 01 53.51 -03 42 08.6,Ori,CV,--,19.1 - 22.0 g,75.47295833333332,-3.702388888888889,ZTF18abwtmcs,0.1167962348072196
ZTF18abxirwy,--,05 22 31.95 +05 35 01.6,Ori,UG,--,17.4 - 21.4: g,80.63312499999998,5.583777777777778,ZTF18abxirwy,0.0598363165295418
ZTF18abyyhsf,--,06 16 00.22 +21 22 29.9,Ori,CV,--,18.1 - 20.0 g,94.00091666666664,21.374972222222222,ZTF18abyyhsf,0.1115419245075532
ZTF18achtggh,--,05 54 50.08 +11 03 42.9,Ori,UG,--,18.8 - 22.2 r,88.70866666666666,11.061916666666669,ZTF18achtggh,0.0554098438655997
ZTF18achuiyx,--,05 18 51.60 +11 24 06.0,Ori,UG,--,17.9 - 21.8 r,79.71499999999999,11.401666666666667,ZTF18achuiyx,0.2059531394010602
ZTF18acqvlxl,--,06 01 32.58 +07 33 44.8,Ori,UG,--,18.1 - 22.5 r,90.38575,7.562444444444444,ZTF18acqvlxl,0.1178430334339709
ZTF18acrfhmj,--,05 06 13.54 +11 35 32.6,Ori,UG,--,17.7 - 20.1 g,76.55641666666665,11.59238888888889,ZTF18acrfhmj,0.0790813802407295
ZTF18acszjem,--,05 47 52.73 +07 02 35.9,Ori,NL+E,0.1792419,17.8 - 20.5 g,86.96970833333332,7.0433055555555555,ZTF18acszjem,0.2406835003676282
ZTF18acszlnz,--,05 58 44.55 +02 10 52.9,Ori,UG,--,17.1 - 20.4 r,89.68562499999999,2.181361111111111,ZTF18acszlnz,0.1680944801588218
ZTF18actacfv,--,05 16 39.42 -10 32 14.1,Ori,UGZ,--,15.4 - 17.1 r,79.16425,-10.53725,ZTF19aamnudr,0.1447198462538528
ZTF18acwgses,--,06 15 23.35 -03 57 47.6,Ori,UG,--,18.1 - 22.9 r,93.84729166666666,-3.9632222222222224,ZTF18acwgses,0.1657172667990719
ZTF19aaadcbz,--,05 57 03.64 +13 51 34.1,Ori,UG,--,17.6 - 23: g,89.26516666666666,13.85947222222222,ZTF19aaadcbz,0.0043467057710126
ZTF19aainipd,--,05 26 52.46 -01 33 15.8,Ori,UG,--,16.7 - 22.0 g,81.71858333333333,-1.554388888888889,ZTF19aainipd,0.0504105442098873
ZTF19aakmonc,--,06 11 58.06 +08 43 27.9,Ori,UG,--,16.1 - 21.7 g,92.99191666666668,8.724416666666666,ZTF19aakmonc,0.0310416881636209
ZTF19aalwvde,--,05 57 15.88 +13 25 31.2,Ori,UG,--,17.2 - 22.3 r,89.31616666666665,13.425333333333333,ZTF19aalwvde,0.1343265713180615
ZTF19abqykum,000-BPD-914,05 09 34.45 +05 34 12.9,Ori,UG,--,19.2 - <23 g,77.39354166666666,5.57025,ZTF19abqykum,0.107003148281775
ZTF19aburqpi,--,05 49 16.93 +05 01 45.5,Ori,UG,--,16.9 - 19.7 r,87.32054166666666,5.029305555555555,ZTF19aburqpi,0.0514309162699407
ZTF19accsokd,--,06 10 54.00 +07 09 18.6,Ori,UG,--,17.7 - 23: r,92.725,7.155166666666667,ZTF19accsokd,0.2146894260560483
ZTF22ablfiyi,000-BPL-840,04 54 29.99 +07 59 44.3,Ori,UG,--,16.8 - <23 g,73.62495833333332,7.995638888888889,ZTF22ablfiyi,0.0969520030851765
HX Peg,000-BCR-803,23 40 23.70 +12 37 41.7,Peg,UGZ/IW,0.2008,12.8 - 16.6 V,355.09874999999994,12.62825,ZTF18abskynw,0.3867224819732249
IP Peg,000-BCR-486,23 23 08.54 +18 24 59.2,Peg,UG+E,0.15820609,12 - 18.6 B,350.7855833333333,18.416444444444444,ZTF17aabulaf,1.1036396374481006
V0364 Peg,000-BCW-740,21 12 29.58 +12 32 04.9,Peg,UGSU,--,15 - <19.0 R,318.1232499999999,12.534694444444444,ZTF18adljgaq,0.5115372813903257
V0367 Peg,000-BFB-981,22 45 00.74 +16 55 13.3,Peg,UG+E,0.1619,14.7 - 18.9 V CV,341.2530833333333,16.920361111111113,ZTF18abdeygt,0.1092744886502113
V0368 Peg,000-BCR-054,22 58 43.48 +11 09 12.0,Peg,UGSU,0.0685,12.8 - 19.7 G CV,344.68116666666657,11.153333333333334,ZTF18acehkkk,0.1391624853768039
V0369 Peg,000-BCW-741,23 03 41.79 +17 17 55.2,Peg,UGSU,--,15.3 - <20 CV,345.924125,17.29866666666667,ZTF18aborxlf,0.2605305355081768
V0370 Peg,000-BFB-982,23 54 39.17 +28 22 50.1,Peg,UG,--,16.3 - 21.8 r R,358.6632083333333,28.380583333333337,ZTF18adhzhfw,0.1024938104922622
V0378 Peg,000-BCR-794,23 40 04.33 +30 17 47.7,Peg,NL,0.13858,13.6 - 14.3 CV,355.01804166666665,30.296583333333334,ZTF18abtpidg,0.7041797505351463
V0388 Peg,000-BFB-996,21 57 32.33 +08 55 15.1,Peg,AM,0.14063,16.7 - 20.1 CV,329.3847083333333,8.92086111111111,ZTF18abcoxgp,0.3730071302322124
V0405 Peg,000-BFR-684,23 09 49.14 +21 35 17.2,Peg,CV,0.1776464,15.1 - 17.1 V,347.45474999999993,21.58811111111111,ZTF18admqekc,0.5583360059682799
V0444 Peg,000-BJJ-184,21 37 01.82 +07 14 45.9,Peg,UGSU,0.0926,12.0 - 19.4 CV V,324.2575833333333,7.246083333333333,ZTF18abncanj,0.2168348412091646
V0476 Peg,000-BCP-548,21 54 33.65 +35 50 17.6,Peg,UGSU,0.0637,14.0 - 18.1 B,328.64020833333325,35.83822222222222,ZTF17aaawerk,0.12147467916265
V0521 Peg,000-BFV-018,22 21 44.79 +18 40 08.2,Peg,UGSU,0.0599,11.8 - 17.5 V,335.436625,18.668944444444445,ZTF18abigrzf,0.1322713350705033
V0537 Peg,000-BJJ-183,22 43 40.70 +30 55 20.1,Peg,UG,0.42234,13.0 - 16.5 V,340.91958333333326,30.92225,ZTF18abccqjx,0.4332119834176004
